1704420000,1.09515,1.09542,1.09465,1.09467,3436,42.413201001074135,37.22007066009312,0.0010559609977910192
1704423600,1.09467,1.09471,1.0939,1.09391,3760,23.936086744858752,36.592683036034174,0.001038392355091659
1704427200,1.09391,1.0941,1.09364,1.09372,2583,3.419197351201691,23.256161699044856,0.0009970786154422638
1704430800,1.09372,1.09382,1.09341,1.09373,3856,0.21748832507999158,9.190924140380142,0.0009551444286249607
1704434400,1.09373,1.09374,1.09245,1.09276,5679,0.21748832507999158,1.2847246671205534,0.0009790626837231787
1704438000,1.09276,1.09333,1.09225,1.09231,7298,0.21748832507999158,0.21748832507998708,0.0009862724920286637
1704441600,1.09231,1.0925799999999999,1.09033,1.09076,11447,6.5133084111342514e-15,0.14499221671999205,0.001076538742598035
1704445200,1.09076,1.09305,1.09027,1.09125,10817,5.715600019682829,1.9776961149209422,0.0011982145466981758
1704448800,1.09125,1.09138,1.09036,1.09128,8441,11.78136653320085,5.832322184294561,0.0011854849362197362
1704452400,1.09128,1.09176,1.09101,1.0914,6907,19.32112323987448,12.272696597586055,0.0011543788693469
1704456000,1.0914,1.09208,1.0913599999999999,1.09176,7379,25.555351477456814,18.885947083510718,0.0011233518072506967
1704459600,1.09176,1.09278,1.08767,1.09211,37744,35.55298590822425,26.809820208518516,0.0014081123924470878
1704463200,1.09211,1.09548,1.09211,1.0949,33860,61.34656253488394,40.81829997352167,0.001548247221558017
1704466800,1.0949,1.09984,1.0949,1.09782,43373,82.7300676109521,59.87653868468677,0.001790515277161012
1704470400,1.09782,1.09806,1.0953,1.0956,20053,90.28070805790757,78.11911273458121,0.0018597641859352321
1704474000,1.0956,1.09561,1.09432,1.09462,15362,77.06912865327239,83.35996810737736,0.0018190667440827165
1704477600,1.09462,1.0956299999999999,1.09352,1.0954,10625,66.11028295538459,77.82003988885485,0.0018398476909339391
1704481200,1.0954,1.0959699999999999,1.0943,1.09452,10386,61.79482892294214,68.32474684386638,0.0018277157130100747
1704484800,1.09452,1.09472,1.09357,1.09392,5985,58.97847685293035,62.294529577085704,0.001779307447795068
1704488400,1.09392,1.0949,1.09369,1.09409,2326,54.48458473421612,58.41929683669621,0.0017386426300954156
1704664800,1.09432,1.09453,1.09415,1.09444,1021,52.49312951535347,55.31873036749999,0.0016458824422314572
1704668400,1.09444,1.09449,1.09349,1.09417,1832,51.19623284014568,52.724649029905095,0.0015997479820720594
1704672000,1.09417,1.09492,1.09402,1.09486,2581,51.688874098067544,51.79274548452224,0.0015497659833526196
1704675600,1.09486,1.0953,1.0947,1.0948,4272,50.73887835636943,51.207995098194225,0.001481925555970285
1704679200,1.0948,1.0948,1.0936,1.09371,3769,42.61554501653233,48.34776582365644,0.0014617880162581284
1704682800,1.09371,1.09392,1.09313,1.0933,3465,24.242308241879186,39.19891053826032,0.0014138031579539812
1704686400,1.0933,1.09372,1.09305,1.09341,3140,8.757238538432173,25.2050305989479,0.0013606743609572646
1704690000,1.09341,1.09374,1.09321,1.09374,3749,8.142806164157578,13.714117648156313,0.00130134047803174
1704693600,1.09374,1.09467,1.09362,1.0945799999999999,3972,31.691433624807445,16.197159442465733,0.0012833875867437584
1704697200,1.0945799999999999,1.09522,1.09394,1.09452,9409,53.170264249270616,31.001501346078545,0.0012831456162620736
1704700800,1.09452,1.09454,1.0929,1.09337,14478,47.10487977225177,43.98885921544328,0.001308635215100503
1704704400,1.09337,1.0942399999999999,1.09226,1.0937,10637,33.10780009032806,44.46098137061682,0.0013565898425933148
1704708000,1.0937,1.09435,1.09341,1.09425,9781,33.80172094406752,38.004800268882455,0.0013268334252652166
1704711600,1.09425,1.09506,1.09367,1.09379,9212,44.21620928014494,37.04191010484684,0.0013313453234605585
1704715200,1.09379,1.09482,1.09372,1.09446,9166,62.73527858175857,46.917736268657,0.0013148206574990814
1704718800,1.09446,1.09562,1.09425,1.09508,15564,73.02379374209859,59.99176053466736,0.0013187620391062963
1704722400,1.09508,1.09626,1.09493,1.09602,19812,94.73728374700646,76.83211869028787,0.0013195647505987074
1704726000,1.09602,1.09745,1.09552,1.09695,16109,100,89.25369249636834,0.0013631672684130847
1704729600,1.09695,1.09788,1.09683,1.09754,13387,100,98.24576124900216,0.0013407981778121498
